prefix,thld_delta,instance,tau_star_val,succ_trials,total_trials,Ps_hat,TTS_at_tau_star
uf100,0.2,5,465,5,200,0.025,84580.94546783979
uf100,0.2,6,465,180,200,0.9,929.9999999999999
uf100,0.2,7,465,78,200,0.39,4332.227536353947
uf100,0.2,8,465,5,200,0.025,84580.94546783979
uf100,0.2,9,465,4,200,0.02,105995.89960041993
uf100,0.2,10,465,10,200,0.05,41748.227756730004
uf100,0.2,100,465,80,200,0.4,4192.0452633077775
uf100,0.2,11,465,16,200,0.08,25681.971884828374
uf100,0.2,12,465,32,200,0.16,12281.97611501694
uf100,0.2,13,465,31,200,0.155,12714.768321818463
uf100,0.2,14,465,4,200,0.02,105995.89960041993
uf100,0.2,15,465,16,200,0.08,25681.971884828374
uf100,0.2,16,465,2,200,0.01,213067.91809732563
uf100,0.2,17,465,27,200,0.135,14765.679963023213
uf100,0.2,18,465,37,200,0.185,10467.975780594212
uf100,0.2,19,465,104,200,0.52,2917.566853199894
uf100,0.2,20,465,50,200,0.25,7443.648185075517
uf100,0.2,21,465,1,200,0.005,427209.23073920823
uf100,0.2,22,465,3,200,0.015,141686.87667377913
uf100,0.2,23,465,13,200,0.065,31861.984432856647
uf100,0.2,24,465,28,200,0.14,14198.137565543799
uf100,0.2,25,465,24,200,0.12,16751.526703798747
uf100,0.2,26,465,9,200,0.045,46507.84025391384
uf100,0.2,27,465,45,200,0.225,8401.21321696943
uf100,0.2,28,465,36,200,0.18,10790.597163485396
uf100,0.2,29,465,91,200,0.455,3528.026024055271
uf100,0.2,30,465,18,200,0.09,22705.849947114984
uf100,0.2,31,465,24,200,0.12,16751.526703798747
uf100,0.2,32,465,7,200,0.035,60105.915712246104
uf100,0.2,33,465,2,200,0.01,213067.91809732563
uf100,0.2,34,465,23,200,0.115,17528.408031022056
uf100,0.2,35,465,29,200,0.145,13669.658821985731
uf100,0.2,36,465,10,200,0.05,41748.227756730004
uf100,0.2,37,465,56,200,0.28,6518.653349478164
uf100,0.2,38,465,43,200,0.215,8846.161547731876
uf100,0.2,39,465,65,200,0.325,5448.275075695595
uf100,0.2,40,465,2,200,0.01,213067.91809732563
uf100,0.2,41,465,53,200,0.265,6955.212719800658
uf100,0.2,42,465,16,200,0.08,25681.971884828374
uf100,0.2,43,465,60,200,0.3,6003.79749930598
uf100,0.2,44,465,22,200,0.11,18375.817468992384
uf100,0.2,45,465,6,200,0.03,70304.00044254307
uf100,0.2,46,465,3,200,0.015,141686.87667377913
uf100,0.2,47,465,2,200,0.01,213067.91809732563
uf100,0.2,48,465,5,200,0.025,84580.94546783979
uf100,0.2,49,465,6,200,0.03,70304.00044254307
uf100,0.2,50,465,14,200,0.07,29507.83646723767
uf100,0.2,51,465,8,200,0.04,52457.11684719214
uf100,0.2,52,465,8,200,0.04,52457.11684719214
uf100,0.2,53,465,4,200,0.02,105995.89960041993
uf100,0.2,54,465,6,200,0.03,70304.00044254307
uf100,0.2,55,465,12,200,0.06,34608.32589054257
uf100,0.2,56,465,6,200,0.03,70304.00044254307
uf100,0.2,57,465,12,200,0.06,34608.32589054257
uf100,0.2,58,465,6,200,0.03,70304.00044254307
uf100,0.2,59,465,0,200,0.0,inf
uf100,0.2,60,465,25,200,0.125,16036.709378938958
uf100,0.2,61,465,14,200,0.07,29507.83646723767
uf100,0.2,62,465,8,200,0.04,52457.11684719214
uf100,0.2,63,465,9,200,0.045,46507.84025391384
uf100,0.2,64,465,62,200,0.31,5770.988226220327
uf100,0.2,65,465,4,200,0.02,105995.89960041993
uf100,0.2,66,465,14,200,0.07,29507.83646723767
uf100,0.2,67,465,7,200,0.035,60105.915712246104
uf100,0.2,68,465,9,199,0.04522613065326633,46269.864205922386
uf100,0.2,69,465,17,200,0.085,24106.437896446096
uf100,0.2,70,465,128,200,0.64,2096.0226316538888
uf100,0.2,71,465,95,200,0.475,3323.3193431801824
uf100,0.2,72,465,11,200,0.055,37853.82413478164
uf100,0.2,73,465,19,200,0.095,21452.584089507505
uf100,0.2,74,465,56,200,0.28,6518.653349478164
uf100,0.2,75,465,49,200,0.245,7619.637628177452
uf100,0.2,76,465,5,200,0.025,84580.94546783979
uf100,0.2,77,465,80,200,0.4,4192.0452633077775
uf100,0.2,78,465,10,200,0.05,41748.227756730004
uf100,0.2,79,465,62,200,0.31,5770.988226220327
uf100,0.2,80,465,26,200,0.13,15376.794108306492
uf100,0.2,81,465,2,200,0.01,213067.91809732563
uf100,0.2,82,465,1,200,0.005,427209.23073920823
uf100,0.2,83,465,8,200,0.04,52457.11684719214
uf100,0.2,84,465,19,200,0.095,21452.584089507505
uf100,0.2,85,465,0,200,0.0,inf
uf100,0.2,86,465,107,200,0.535,2796.596776552478
